u,g,r,i,z,redshift,object_class
23.08599,23.42374,21.25912,20.49921,19.7136,0.6814076,GALAXY
19.42547,18.11215,17.57643,17.35332,17.28395,3.545485e-05,STAR
25.43136,24.67901,22.79629,19.81586,17.94437,-0.0001340196,STAR
23.61292,24.09947,22.6258,22.00607,21.59851,0.9510226,GALAXY
23.22474,22.20336,20.29641,19.42108,18.80991,0.5820473,GALAXY
23.15997,21.67703,21.08888,20.90086,21.10852,0.2231949,GALAXY
24.07257,21.83014,21.43609,21.24645,20.91202,0.1147437,GALAXY
21.66466,21.28672,20.10838,19.36103,18.91898,0.5615023,GALAXY
19.72553,19.70497,20.05052,20.35623,20.40727,2.660159e-05,STAR
25.09319,21.21202,19.43398,18.74052,18.36345,0.4336632,GALAXY
21.36045,20.90425,20.91023,20.89467,20.5591,2.428957,QSO
22.59385,22.23351,20.41583,19.56898,19.29379,0.5020223,GALAXY
21.94538,21.26436,21.12203,21.09388,21.16797,2.544885,QSO
18.95347,18.6114,18.25936,18.16125,17.56594,0.2941646,QSO
21.40741,20.99123,20.77001,20.79053,21.08423,2.612359,QSO
21.40758,20.49268,20.02738,19.90148,19.78485,-4.921107e-05,STAR
20.15753,19.2543,18.98747,18.91599,18.88663,0.0006352525,STAR
23.10483,22.47472,22.26696,21.88015,21.8185,1.897405,QSO
25.83755,21.52858,20.61954,20.34821,20.30815,3.492367,QSO
23.06801,19.68551,18.50646,17.89993,17.71902,0.1986492,GALAXY
17.63447,16.02264,15.43222,15.16679,15.19307,2.558549e-05,STAR
23.02067,20.62485,19.00365,18.335,17.86419,0.4579105,GALAXY
19.41823,19.05533,18.74983,18.5071,18.56155,1.628801,QSO
22.68642,22.39569,21.9587,21.98534,21.47087,2.257205,QSO
18.66302,17.32072,16.69447,16.33614,16.0559,0.02455376,GALAXY
21.13247,20.89592,20.72,20.3868,20.84637,1.610523,QSO
21.01237,20.91493,20.44669,20.468,20.66694,1.316382,QSO
26.69611,20.38345,18.61006,17.9013,17.50387,0.2962709,GALAXY
26.04928,22.46004,20.51943,19.26228,18.79844,0.6839107,GALAXY
24.88913,22.44407,20.79572,19.28161,18.67409,2.131091e-05,STAR
22.42664,21.98558,21.89816,21.43705,21.32266,1.750801,QSO
21.16431,21.02257,20.6446,20.50766,20.29927,0.9826922,QSO
22.9127,22.5413,20.83781,19.55563,18.97957,0.5816039,GALAXY
20.49224,19.45454,19.13052,18.98966,18.86256,0.0008825156,STAR
25.77461,22.06589,21.30443,21.09072,21.08637,3.448807,QSO
25.26223,21.68297,21.36364,21.40894,21.8606,3.268957,QSO
21.58301,20.23688,20.07797,19.96293,20.13516,2.86335,QSO
18.41186,16.57623,15.7226,15.32671,15.00476,0.04721376,GALAXY
20.74021,20.47795,20.407,20.14476,20.02384,2.111898,QSO
19.07693,18.07678,17.46506,17.30033,16.90555,0.1575612,GALAXY
17.4578,16.58795,16.25644,16.13414,16.10114,-0.000546622,STAR
23.65713,21.09999,19.46854,18.15245,17.47739,3.423463e-05,STAR
23.69363,21.67255,20.84115,20.73941,20.56383,-0.0002841141,STAR
23.34623,20.67886,19.24755,17.84326,17.07133,-1.825282e-06,STAR
23.72924,22.14026,21.66331,21.27905,20.29394,0.7604426,QSO
21.13367,20.89621,20.75019,20.43812,20.40156,2.081729,QSO
21.62712,21.49533,21.21472,21.16341,20.75123,2.15015,QSO
20.68048,20.4809,20.48999,20.05985,19.99434,1.716161,QSO
18.19062,16.63581,15.96927,15.7155,15.58721,0.0001709654,STAR
19.97374,19.38597,19.32614,19.31713,19.04358,2.352208,QSO
21.14073,19.75056,19.16898,18.94061,18.78795,-0.0002640377,STAR
25.051,21.95933,20.24617,19.41525,18.92321,0.5031289,GALAXY
21.44109,20.52938,20.32822,20.45121,20.2177,-0.0002794639,STAR
21.16628,21.19632,20.73482,20.59188,20.27888,1.278657,QSO
21.9311,21.08669,20.22617,19.51105,19.2722,0.5315054,GALAXY
19.46687,19.2919,18.83955,18.78384,19.08233,1.228567,QSO
19.98049,19.05186,18.71054,18.59565,18.48879,0.0001686873,STAR
23.67232,22.50417,20.99757,19.85176,19.32063,0.5848165,GALAXY
20.76107,20.17556,20.16823,20.23129,20.12464,2.5358,QSO
22.8393,21.91011,21.52522,20.94049,20.55361,0.9529129,GALAXY
19.70821,19.31687,18.84132,18.79291,18.86389,1.206774,QSO
21.35409,20.79268,20.73572,20.62057,20.58795,2.443375,QSO
23.66772,21.55476,19.99966,19.14648,18.71261,0.5453298,GALAXY
19.42855,19.2123,19.20412,18.93345,19.0541,1.585019,QSO
22.12589,20.91437,19.16442,18.50257,18.11322,0.4116907,GALAXY
21.32332,20.56494,20.4128,20.37163,19.91866,2.307101,QSO
20.93196,20.10878,19.93318,19.96659,19.69759,2.709585,QSO
20.87989,20.51575,20.3384,20.12907,20.16536,1.553007,QSO
25.86027,24.74475,23.28642,21.37633,21.98909,0.0004212819,STAR
20.29968,20.46524,20.81782,21.25507,21.60177,-0.0002661455,STAR
24.48699,21.67394,21.55543,21.72884,21.32099,1.065148,QSO
25.88108,21.86629,20.70282,20.58756,20.5706,3.817266,QSO
19.50292,17.73771,16.74074,16.28494,15.89343,0.09129194,GALAXY
22.25655,21.55628,21.23344,21.28768,20.95548,0.879238,QSO
21.67411,21.74738,21.38008,21.26182,21.1557,1.367238,QSO
19.06524,17.7605,17.08725,16.69305,16.42894,0.06612714,GALAXY
24.91071,23.09413,21.54535,20.12004,19.22534,2.850995e-05,STAR
18.99061,18.00183,17.70126,17.5796,17.54871,-0.0003638307,STAR
22.14252,21.87261,21.65076,21.38351,21.16511,1.444608,QSO
19.769,18.83719,18.43461,18.15486,17.93743,0.04258224,GALAXY
23.50445,21.93725,20.32479,19.44394,19.01433,0.4843605,GALAXY
17.42851,16.28111,15.87309,15.72076,15.65799,-0.0001469911,STAR
26.733,23.38312,22.17489,20.94767,19.76765,0.0001760936,STAR
19.38744,18.37505,17.63306,17.25172,17.00577,0.1806593,GALAXY
21.34494,19.46709,18.06061,17.52183,17.15255,0.2221476,GALAXY
25.10619,21.30355,20.82868,20.74224,20.77822,-0.001021591,STAR
23.33574,21.18403,20.79302,20.60073,20.39726,-0.0009099236,STAR
19.52437,17.5822,16.57219,16.14133,15.77444,0.1252728,GALAXY
19.33148,18.198,17.59451,17.20953,16.98346,0.1729987,GALAXY
19.8291,19.01314,18.81101,18.7644,18.60535,2.720354,QSO
18.35526,17.18513,16.77346,16.60878,16.57319,0.0001979693,STAR
22.65954,21.66101,20.12004,19.14935,18.68118,0.5138209,GALAXY
26.49106,22.35981,20.65405,19.50217,18.9686,0.5738108,GALAXY
20.06305,17.39957,16.15388,15.63224,15.39611,-0.0001160091,STAR
22.02555,21.32206,19.95388,19.33907,18.95396,0.4478022,GALAXY
21.70569,20.37807,19.86618,19.71601,19.6933,-0.0002975824,STAR
21.8595,21.92709,21.65437,21.40855,21.33686,1.212374,QSO
22.88196,24.18924,21.99896,22.23118,21.27612,0.04425641,QSO
20.23868,19.15026,18.84533,18.75388,18.72941,0.0001966779,STAR
18.03459,17.78205,17.80962,17.90486,17.99756,0.0001015875,STAR
23.36415,22.77891,21.14321,19.96105,19.64019,0.6972113,GALAXY
20.93729,18.85228,17.44693,16.93395,16.56676,0.2173476,GALAXY
22.06076,19.88952,18.37108,17.756,17.39334,0.2862533,GALAXY
22.64639,19.8529,18.37869,17.81109,17.55121,0.2887799,GALAXY
21.47471,20.18653,18.64794,18.04741,17.71865,0.3021016,GALAXY
21.33897,21.47882,21.13106,21.14251,21.00143,1.19937,QSO
20.55178,19.14723,18.63053,18.40537,18.33302,0.0003805664,STAR
22.30566,21.68767,21.44471,20.77773,20.41154,0.6792272,QSO
19.08323,17.78127,17.28271,17.10509,16.95123,7.497045e-05,STAR
21.21014,20.93652,20.71918,20.37263,20.27264,1.466068,QSO
21.93989,21.66531,21.09384,20.95499,20.94468,1.031143,QSO
20.777,19.87239,19.74335,19.71414,19.67882,-0.0009720584,STAR
20.27725,20.03286,19.49963,19.41611,19.47689,1.369536,QSO
18.98194,17.07672,16.25654,15.9436,15.76659,-8.38746e-05,STAR
20.88713,18.6089,17.33906,16.82925,16.44705,0.2004819,GALAXY
25.82405,20.46387,18.78799,18.20313,17.83558,0.2894347,GALAXY
24.46047,22.72278,21.4705,20.01063,19.20958,0.0001724038,STAR
20.377,18.42677,17.6873,17.42135,17.28078,-2.631343e-05,STAR
20.77798,19.91424,19.70062,19.61413,20.11718,2.649611,QSO
19.07996,17.77183,16.98446,16.52057,16.23232,0.08924216,GALAXY
18.18956,16.80588,16.22145,15.89514,15.64174,0.05612122,GALAXY
18.53522,17.27804,16.84381,16.69232,16.62156,-0.0002800987,STAR
20.77431,20.43637,20.36,20.15716,19.989,1.567974,QSO
22.3839,22.01932,21.88229,21.81661,22.31905,2.282855,QSO
26.57852,21.5413,19.71403,18.70893,18.3209,0.5388411,GALAXY
22.44831,20.51327,18.96996,18.31687,17.93739,0.3419222,GALAXY
21.40501,21.23041,20.83106,20.84262,20.71171,1.166443,QSO
23.37938,20.56939,20.19882,19.96411,20.10063,3.075185,QSO
25.95157,21.57487,20.12375,19.65304,19.31714,9.060801e-06,STAR
20.66661,19.36446,18.65572,18.28455,18.13298,0.2002402,GALAXY
22.26297,22.59441,21.86806,21.50367,20.90073,0.9812601,GALAXY
25.47598,22.93907,21.37266,19.94178,19.31768,-0.0002523054,STAR
19.86151,18.90728,18.571,18.4604,18.43254,0.0001848011,STAR
26.31613,22.16582,20.4055,19.41224,18.96212,0.5536766,GALAXY
17.03117,15.64179,15.1148,14.90706,14.82792,-5.179922e-05,STAR
20.7058,19.38256,18.91779,18.63664,18.2284,2.552351,QSO
22.41815,19.99817,18.47247,17.23845,16.53616,0.0001950198,STAR
24.02625,21.57587,21.0404,20.82514,20.89058,-3.948608e-05,STAR
18.73426,17.23808,16.66512,16.47689,16.38713,8.555317e-07,STAR
18.17829,16.56252,15.97625,15.75814,15.66933,0.0001282166,STAR
20.07399,18.34787,17.30502,16.76625,16.37694,0.1368455,GALAXY
21.00609,20.79667,20.5457,20.38984,20.24761,1.455765,QSO
19.16455,17.92993,17.36432,17.06368,16.83308,0.1152358,GALAXY
18.78726,17.12819,16.40216,16.11632,15.97406,-1.305648e-05,STAR
22.07004,21.29372,20.88949,20.64826,20.27953,0.0005025921,STAR
18.89254,17.04601,16.18793,15.9993,15.62238,-3.313811e-05,STAR
23.50746,22.93754,21.52008,20.23826,19.49205,-3.228257e-05,STAR
24.67364,20.72691,20.03299,19.73232,19.54356,-0.0001037668,STAR
21.93498,21.97184,21.7995,21.46441,21.2634,2.090302,QSO
21.45311,20.6821,20.62655,20.5986,20.35176,2.512355,QSO
20.51398,18.51847,17.51338,17.02018,16.70296,0.1111433,GALAXY
20.67364,19.85952,19.6154,19.51243,19.49076,0.0007557125,STAR
20.45946,19.26052,18.77733,18.57094,18.45293,0.05853218,GALAXY
20.65836,20.6363,19.98579,19.90832,19.82892,1.342983,QSO
23.54203,21.36676,19.85701,18.54004,17.88524,-8.088756e-05,STAR
18.45554,16.634,15.97799,15.75277,15.65517,3.345739e-05,STAR
25.21451,23.43951,21.80338,20.41522,19.65351,-0.0001260683,STAR
18.70466,17.53316,17.05468,16.84372,16.74469,0.0006896583,STAR
21.35263,21.35699,21.02023,21.07883,20.93388,1.193129,QSO
17.56852,16.07338,15.48176,15.28377,15.19522,0.0002400847,STAR
25.95926,23.23078,21.49762,20.24492,19.87859,0.5841768,GALAXY
25.12191,22.37537,20.72112,19.56775,18.93922,0.6419293,GALAXY
23.69235,23.01489,24.22729,21.98013,22.86859,0.8048429,GALAXY
21.50359,20.65346,20.56577,20.38908,20.44886,-0.0001793574,STAR
22.3233,22.09273,20.12881,19.28186,18.89322,0.4645905,GALAXY
22.08285,21.59034,21.39244,21.16492,21.19378,1.445206,QSO
17.75504,16.24153,15.64454,15.40306,15.29109,-0.0001360636,STAR
20.63434,18.14673,17.18984,16.86149,16.66833,-2.62576e-06,STAR
22.73082,22.0517,21.367,21.29508,21.19897,6.370862,QSO
25.16677,23.03556,21.38204,19.7786,19.7559,-5.663926e-05,STAR
19.40769,19.31576,19.12592,19.26383,19.33759,0.9881379,QSO
20.99763,20.02739,19.90332,19.88984,19.69401,-0.0005552472,STAR
20.01841,19.45146,19.59652,19.49501,19.21138,2.34268,QSO
21.84618,21.4596,21.04446,20.95245,20.65931,2.466509,QSO
22.39516,21.29519,21.82838,21.58298,21.48579,2.319016,QSO
17.01838,15.76075,15.65911,15.68596,15.72803,-2.954886e-05,STAR
22.68471,21.54887,21.35813,21.45094,20.92428,-0.0005388361,STAR
25.20691,22.61614,20.51802,19.65522,19.20482,0.4708398,GALAXY
20.96626,20.1633,19.96066,19.99516,19.92404,2.809106,QSO
25.7926,21.07503,19.06296,18.37031,17.99442,0.3600511,GALAXY
23.52117,21.45984,19.98516,18.84435,18.20277,0.0001171432,STAR
22.15464,21.74522,21.65731,21.86698,21.74151,0.000810463,STAR
24.77685,22.29719,20.62788,19.80432,19.63813,8.096769e-05,STAR
23.09857,22.52845,20.78406,19.76018,19.11418,0.559187,GALAXY
23.69065,21.04357,19.79922,19.02055,18.59731,0.5479471,GALAXY
17.82967,16.91174,16.6137,16.498,16.47491,-0.0003986105,STAR
16.30057,14.25058,13.37422,12.92686,12.59777,0.04416009,GALAXY
23.75783,22.34921,20.62438,19.70319,19.29753,0.5031165,GALAXY
20.9981,20.30324,20.07266,19.87836,19.65279,0.8367682,QSO
23.26835,24.05028,21.83254,20.51647,19.70049,0.7594129,GALAXY
21.58332,21.03005,20.81598,20.76267,20.3462,2.106435,QSO
20.62477,18.05488,16.79817,16.276,15.95048,0.0001924864,STAR
23.61143,21.33427,21.08527,21.09826,20.72268,2.202543,QSO
21.99562,21.43947,21.24862,21.06261,20.51498,2.218287,QSO
26.11066,20.78521,18.96082,18.31344,17.87968,0.3822623,GALAXY
21.26869,21.1841,20.90946,20.57558,20.39714,1.851516,QSO
21.27183,20.35372,19.99006,19.83299,19.50661,2.238715,QSO
16.99326,15.56424,15.05376,14.88041,14.82813,-0.0002658494,STAR
22.73666,22.53151,21.32265,20.2044,19.81072,0.5383287,GALAXY
21.70941,21.60493,21.15772,20.83974,20.58355,1.204267,QSO
20.39023,19.26067,19.24129,19.31843,19.34992,-0.0003829843,STAR
24.82761,22.22964,21.56073,20.88161,21.24074,0.6520545,GALAXY
22.15771,20.09846,18.28159,17.64382,17.31035,0.3463912,GALAXY
21.41881,18.95124,18.04571,17.70628,17.496,-7.858736e-05,STAR
21.61291,21.0169,20.90689,20.82525,20.69596,2.241988,QSO
19.74908,19.14721,19.02273,18.69903,18.6969,0.6353627,QSO
18.75997,16.8748,15.99805,15.59904,15.31392,0.06371616,GALAXY
24.18121,22.58768,22.52729,21.56855,22.07175,0.76437,GALAXY
19.31494,18.38713,18.11807,18.03923,18.03881,-0.0008190215,STAR
17.51054,15.60824,14.78506,14.37367,14.07162,0.04110037,GALAXY
22.12567,20.87402,19.48911,18.93817,18.56216,0.2804559,GALAXY
19.6628,19.3891,19.11536,18.98584,18.97017,2.006774,QSO
22.34418,21.70357,21.69105,21.37593,22.26645,1.689329,QSO
24.20453,21.67426,21.36827,21.23135,21.07083,-0.0003663983,STAR
18.07354,17.07619,16.66873,16.50047,16.46524,0.0004574498,STAR
25.01445,22.4539,20.98294,19.91396,19.61311,0.5723829,GALAXY
22.78386,20.1726,18.57805,18.02224,17.67634,0.2904845,GALAXY
24.54122,24.75902,23.35447,20.6632,18.81916,2.244912e-05,STAR
18.93071,17.56348,16.87669,16.52207,16.27583,0.09281778,GALAXY
19.95073,19.6632,19.78964,19.80178,19.64719,0.7850719,QSO
19.9993,18.8409,18.38143,18.22645,18.14242,-0.0004420456,STAR
23.58682,22.8382,20.92051,19.87798,19.29417,0.5240234,GALAXY
18.32959,17.42984,17.14105,17.01897,16.97368,-0.0005170865,STAR
20.81609,20.75745,20.39284,20.35298,20.34143,1.39264,QSO
21.7523,21.14411,20.93237,20.83822,20.59153,0.8686857,QSO
18.51085,17.42787,16.94735,16.61756,16.46231,0.06583611,GALAXY
20.20778,18.52333,17.51135,17.04008,16.61683,0.1252175,GALAXY
20.56945,18.76455,17.73149,17.2862,16.91674,0.1346747,GALAXY
24.43997,21.91324,21.48623,21.36894,22.25226,1.246193,QSO
22.4137,21.60423,21.38309,21.10791,21.14821,0.8634799,QSO
24.51069,21.87695,20.11381,19.18113,18.809,0.5281535,GALAXY
26.02659,22.35488,20.81814,19.7831,19.35608,0.6080263,GALAXY
18.92242,18.78972,18.60402,18.38461,18.28538,1.578713,QSO
24.88311,21.48462,19.59986,19.5388,19.68916,4.11414,QSO
19.25326,18.3513,18.05211,17.96206,17.91607,-0.0003920686,STAR
23.84195,22.63701,21.9455,21.18212,20.26397,6.551072,QSO
24.86748,21.74524,20.0611,19.14131,18.7226,0.4716455,GALAXY
25.15959,22.10259,20.4458,18.72549,17.82163,-8.180478e-05,STAR
21.08817,20.6874,20.27594,20.28319,20.09311,1.164515,QSO
23.81759,21.11387,19.27319,18.23898,17.72396,0.5133424,GALAXY
17.77122,16.41551,15.59634,15.18674,14.8768,0.0793461,GALAXY
24.39033,22.70878,20.87469,19.66404,19.21091,0.5528289,GALAXY
25.03716,21.77861,20.31139,19.51883,19.07532,0.4870744,GALAXY
22.70656,21.30222,19.82641,18.9962,18.45059,1.779832e-05,STAR
25.7362,22.24045,20.60283,19.45813,19.10482,0.5645142,GALAXY
19.82534,18.16687,17.538,17.24174,17.12672,0.08497813,GALAXY
23.58329,22.91777,21.91807,21.00228,20.28993,0.8127595,GALAXY
20.96932,18.62597,17.67041,17.18938,16.8113,0.06445701,GALAXY
22.61887,22.18798,20.45055,19.90427,19.40777,0.3384764,GALAXY
22.21427,21.78691,21.41743,21.54893,21.5498,0.8191907,QSO
21.74713,21.22006,21.36648,21.3758,21.10721,0.7945627,QSO
21.27314,21.18566,20.9727,20.89773,20.57386,1.594251,QSO
20.63733,20.47448,20.14564,20.00028,19.92811,1.171116,QSO
20.33972,19.71538,19.37638,19.01243,18.77939,0.4487,QSO
23.85143,21.47732,19.99641,19.05324,18.47672,-1.629611e-05,STAR
24.42849,24.89196,22.06145,20.09194,18.96851,7.487038e-05,STAR
20.64924,19.17846,18.99373,18.89609,18.88796,-0.001714282,STAR
23.92857,21.02945,19.29084,18.63286,18.24314,0.3380657,GALAXY
19.92167,19.31902,18.95366,18.77369,18.49787,2.24145,QSO
22.44271,22.62648,22.30586,21.67906,22.30647,0.7815676,GALAXY
21.1689,21.08214,20.84686,20.4055,20.41315,1.394871,QSO
24.63466,20.18665,18.93977,18.55059,19.0055,4.461043e-05,STAR
23.7626,22.49191,20.98999,19.80624,19.47585,0.6075687,GALAXY
24.9605,22.42074,20.89698,19.94242,19.48989,0.5170855,GALAXY
23.37022,21.13686,19.59792,18.34891,17.6423,-0.0001746731,STAR
25.72166,22.7289,20.78243,19.7973,19.30347,0.5701081,GALAXY
19.12675,18.13954,17.76874,17.61891,17.55914,0.000702875,STAR
18.56111,17.14832,16.45541,16.15105,15.97755,-9.959e-05,STAR
24.57646,22.45316,20.56685,19.71004,19.287,0.5129806,GALAXY
23.24295,22.70765,21.49047,21.56686,23.60069,1.281139,QSO
19.93358,18.92287,18.60383,18.4795,18.41824,-0.0001626614,STAR
24.39529,20.83836,19.32972,18.56321,18.05486,-0.00100982,STAR
22.75557,22.73735,22.20587,21.80211,21.74371,0.8417588,GALAXY
18.704,17.50889,17.01088,16.76337,16.56788,0.02803541,GALAXY
17.90846,16.7189,16.18378,15.86027,15.64155,0.05267592,GALAXY
24.09921,22.21757,20.47465,19.63441,19.04412,0.4565821,GALAXY
21.41583,21.55917,21.69191,21.44001,21.45234,1.730398,QSO
23.26136,22.13608,21.87568,21.8533,22.34266,2.514734,QSO
23.48864,23.35209,21.61262,20.41925,19.61151,0.7602435,GALAXY
22.89552,21.49521,20.99202,20.6753,20.37645,-0.0007581995,STAR
20.02144,19.15826,18.80446,18.67533,18.63181,0.001018845,STAR
22.84284,20.76105,19.566,18.84226,18.42079,-0.0001534516,STAR
22.27957,19.80005,18.70947,18.29244,18.00964,-0.000816303,STAR
22.76571,21.32239,19.76484,18.76151,18.12514,-2.823496e-05,STAR
17.98415,17.9878,17.95549,17.81964,17.60736,2.040086,QSO
23.96572,20.99918,19.19671,18.5972,18.12609,0.3376427,GALAXY
19.18316,18.29665,18.00068,17.89526,17.90529,0.0003573437,STAR
19.29401,18.39978,18.09951,17.99964,18.0076,-0.001157637,STAR
20.99911,20.93933,20.81468,20.45965,20.49958,1.830508,QSO
21.28857,20.97245,20.87091,21.02379,20.73872,2.470416,QSO
18.53756,17.64036,17.3932,17.31599,17.28974,-0.001044327,STAR
19.22138,16.9037,15.76547,15.24902,14.92183,-0.001153564,STAR
20.61814,20.52032,20.68445,20.36102,20.38843,1.76594,QSO
22.70157,22.2751,20.61546,19.78016,19.26881,0.4574692,GALAXY
20.87209,18.85029,17.45049,16.91826,16.54339,0.2075824,GALAXY
23.84288,22.64832,20.84495,19.67395,19.13158,0.5638077,GALAXY
22.9637,20.52975,19.98095,18.9314,18.42043,0.3655168,GALAXY
19.6699,18.4712,17.99883,17.8161,17.7483,-0.0008951526,STAR
25.43519,24.28793,21.65865,20.23536,19.40993,0.7952185,GALAXY
25.36946,23.20466,21.80091,20.53501,19.71649,-1.854564e-05,STAR
22.68159,22.18806,21.48083,20.474,19.89626,0.8102103,GALAXY
19.19721,17.39812,16.52166,16.10666,15.79848,0.05152703,GALAXY
22.74511,20.48814,18.73216,18.15989,17.82152,0.3373956,GALAXY
21.08906,20.77398,20.45602,20.60437,20.31422,1.084632,QSO
21.42331,19.43815,17.99631,17.49558,17.15242,0.2258268,GALAXY
25.23253,24.06444,21.69397,20.45382,19.68117,0.7006143,GALAXY
21.63541,21.22299,21.12925,21.03539,20.61155,2.498462,QSO
22.20003,22.33244,21.94118,21.63689,21.33573,1.245323,QSO
19.04732,17.84642,17.25789,16.91909,16.69587,0.1035622,GALAXY
19.23952,17.17656,16.22944,15.77477,15.41553,0.0517427,GALAXY
21.58366,20.45338,20.11271,20.00375,19.94947,0.000141187,STAR
21.76355,19.57778,17.89738,17.29939,16.92476,0.3028162,GALAXY
25.81066,21.93044,20.12861,19.07551,18.50333,0.5498071,GALAXY
22.18065,21.33575,21.17801,20.92163,20.46012,2.085878,QSO
23.31954,22.96591,21.16423,19.82321,19.2215,0.6590797,GALAXY
20.00263,18.02175,17.21739,16.76121,16.43971,0.1121807,GALAXY
17.67315,16.71908,16.39971,16.27008,16.24917,-0.001070605,STAR
22.42744,19.57467,18.12753,17.03926,16.41844,7.722682e-05,STAR
20.83325,20.45577,20.04081,19.5544,19.31898,1.873253,QSO
22.82614,22.38031,20.98875,19.71729,18.95555,-3.217084e-05,STAR
19.80165,17.57498,16.63158,16.31565,16.13295,-5.733478e-05,STAR
24.93987,22.53419,21.10482,20.17602,19.61481,-0.0003030342,STAR
22.58066,21.84404,20.5498,19.58347,19.23665,0.5629851,GALAXY
23.22099,21.78126,19.93948,18.94581,18.47387,0.4902276,GALAXY
25.31187,22.70539,21.28721,20.24523,19.58445,0.5912231,GALAXY
24.57811,25.57636,23.16597,20.76842,19.7507,-9.753284e-05,STAR
24.38432,23.10572,22.38988,21.7363,22.16502,0.7673634,GALAXY
23.0297,21.22845,20.95315,20.69724,20.53301,-4.345909e-05,STAR
22.3756,20.73457,19.35099,18.59308,18.02591,0.4420679,GALAXY
19.18214,18.87345,18.80512,18.62745,18.70239,1.608027,QSO
23.35451,21.17758,20.92784,20.42539,20.22236,0.6142873,QSO
23.93757,20.58234,20.16377,20.07342,20.06274,3.224494,QSO
25.02974,22.57896,21.08094,19.99582,19.60901,0.5500208,GALAXY
20.39211,17.693,16.40422,15.91825,15.64597,-0.0001111997,STAR
19.02759,17.1434,16.25306,15.85192,15.52483,0.07699183,GALAXY
22.62258,21.26034,19.5232,18.74598,18.38041,0.3419592,GALAXY
24.86973,20.82955,19.10353,18.41494,18.034,0.3369094,GALAXY
25.11066,21.75199,21.47295,21.63609,21.44601,3.008121,QSO
25.04496,22.46045,20.57383,19.68012,19.10196,0.4851547,GALAXY
23.45357,22.08977,22.28087,22.16541,21.94487,2.357188,QSO
22.81149,22.08369,21.6386,21.83541,21.97207,2.212561,QSO
21.11158,21.13691,20.73652,20.56557,20.6369,1.329448,QSO
16.55329,14.85491,14.27774,14.07131,13.99093,-3.407724e-05,STAR
22.66773,22.59977,21.98155,21.89401,21.50661,0.8409384,GALAXY
23.37527,22.20407,21.11216,20.21306,19.68551,0.6395019,GALAXY
23.51706,21.9009,20.17603,19.09901,18.57805,0.5238433,GALAXY
24.0212,21.51054,19.89597,19.05935,18.6662,0.4304504,GALAXY
25.9174,22.59038,20.83476,19.70624,19.11078,0.609497,GALAXY
22.40238,21.22292,19.50953,18.74285,18.19913,0.4045656,GALAXY
20.06664,17.90142,16.69972,16.17259,15.78,0.1317114,GALAXY
23.22035,22.36981,21.55292,20.8815,20.93495,0.1077089,QSO
25.3844,22.34995,21.74119,21.76624,21.70019,0.0008080173,STAR
25.01015,21.94404,20.40985,19.54546,19.2176,0.4890279,GALAXY
22.98633,21.70156,20.10762,19.31471,18.86809,0.4109294,GALAXY
21.27109,21.07956,21.05654,20.72065,20.31826,1.996779,QSO
21.10365,20.8714,21.02973,20.69212,20.98286,1.711982,QSO
23.01682,22.8552,22.60337,21.46398,21.4114,0.8625203,GALAXY
22.90764,22.36878,22.41882,22.26585,20.99062,1.356495,GALAXY
20.08092,17.52886,16.36057,15.91771,15.6429,-6.899029e-06,STAR
23.02501,20.01029,18.44993,17.5648,17.03625,-0.0004597252,STAR
25.09262,25.40704,21.99595,20.87805,19.92566,0.6255375,GALAXY
23.23751,23.05035,21.91853,20.27982,19.43442,-0.0001917521,STAR
22.07598,21.90177,21.72164,21.81994,21.35089,2.331256,QSO
21.11444,20.94832,19.72278,18.92317,18.67311,0.4730925,GALAXY
23.0601,22.80144,20.77173,19.57087,18.94599,0.6198442,GALAXY
22.9887,22.32249,20.58143,19.49641,18.89388,0.5392623,GALAXY
22.54054,21.95505,20.63458,19.91737,19.49292,0.5304298,QSO
20.17489,19.75012,19.51789,19.1942,18.83419,0.4408879,QSO
18.4965,16.84746,16.17019,15.91729,15.8059,-0.0001283645,STAR
21.776,20.74907,20.68184,21.0228,22.82691,0.008572598,GALAXY
23.79346,21.41109,20.7402,20.48912,19.83233,-0.0004300307,STAR
21.44398,20.95074,20.997,21.01842,20.88257,2.530331,QSO
19.33176,18.44318,18.13359,18.01228,17.96475,-0.0003684736,STAR
23.41943,22.03784,21.14735,20.7981,20.37284,0.2556311,GALAXY
22.78787,20.64055,18.88949,18.26145,17.77954,0.3074202,GALAXY
19.95567,18.20478,17.09275,16.63005,15.9272,0.1056,GALAXY
24.29929,22.93294,21.49313,20.32313,19.57948,9.969415e-05,STAR
22.26273,21.74142,21.00146,20.31168,19.30645,0.7210566,QSO
20.72459,20.5924,20.34515,20.2854,20.39959,1.318448,QSO
17.91718,16.38498,15.80966,15.59257,15.52129,-0.0002038834,STAR
22.1235,19.75591,18.28602,16.7713,15.99146,-0.000335339,STAR
23.29032,21.33159,20.86468,20.71033,20.48583,-0.0001536385,STAR
20.88245,20.71782,20.45207,20.34582,20.35556,1.469587,QSO
22.83784,22.1837,22.13896,22.03355,21.94942,2.276081,QSO
19.63071,18.25652,17.60314,17.2187,16.96595,0.06767788,GALAXY
19.39868,18.32121,17.82709,17.51096,17.30992,0.06655707,GALAXY
22.87341,21.04902,20.83516,20.59437,20.77183,-5.112942e-05,STAR
25.79412,22.56977,20.62361,19.51114,18.97824,0.5639236,GALAXY
